# time(sec) Desired Measured
4.698 0.8127 0.8581
4.699 0.8109 0.8319
4.700 0.8090 0.8441
4.701 0.8072 0.8271
4.702 0.8053 0.8444
4.703 0.8034 0.8819
4.704 0.8016 0.8536
4.705 0.7997 0.8156
4.706 0.7978 0.8498
4.707 0.7959 0.8323
4.708 0.7940 0.8890
4.709 0.7921 0.8748
4.710 0.7902 0.8502
4.711 0.7882 0.8361
4.712 0.7863 0.8642
4.713 0.7843 0.8354
4.714 0.7824 0.8395
4.715 0.7804 0.8325
4.716 0.7785 0.8321
4.717 0.7765 0.8482
4.718 0.7745 0.8507
4.719 0.7725 0.8714
4.720 0.7705 0.8460
4.721 0.7685 0.8246
4.722 0.7665 0.7931
4.723 0.7645 0.8663
4.724 0.7624 0.8600
4.725 0.7604 0.8329
4.726 0.7584 0.8424
4.727 0.7563 0.8256
4.728 0.7543 0.8187
4.729 0.7522 0.8186
4.730 0.7501 0.8447
4.731 0.7480 0.8090
4.732 0.7459 0.8293
4.733 0.7438 0.8271
4.734 0.7417 0.8267
4.735 0.7396 0.8143
4.736 0.7375 0.8245
4.737 0.7354 0.8087
4.738 0.7333 0.7736
4.739 0.7311 0.8089
4.740 0.7290 0.7989
4.741 0.7268 0.8000
4.742 0.7247 0.7943
4.743 0.7225 0.8350
4.744 0.7203 0.8105
4.745 0.7181 0.7697
4.746 0.7159 0.7985
4.747 0.7137 0.8198
4.748 0.7115 0.8211
4.749 0.7093 0.8168
4.750 0.7071 0.8409
4.751 0.7049 0.7943
4.752 0.7026 0.7962
4.753 0.7004 0.7725
4.754 0.6982 0.8033
4.755 0.6959 0.8040
4.756 0.6937 0.8057
4.757 0.6914 0.8486
4.758 0.6891 0.7784
4.759 0.6868 0.7952
4.760 0.6845 0.7637
4.761 0.6823 0.8011
4.762 0.6800 0.7779
4.763 0.6776 0.7791
4.764 0.6753 0.8044
4.765 0.6730 0.7623
4.766 0.6707 0.7688
4.767 0.6684 0.7781
4.768 0.6660 0.8151
4.769 0.6637 0.7667
4.770 0.6613 0.7676
4.771 0.6590 0.7617
4.772 0.6566 0.7308
4.773 0.6542 0.7762
4.774 0.6518 0.7653
4.775 0.6494 0.7797
4.776 0.6471 0.7596
4.777 0.6447 0.7824
4.778 0.6423 0.7300
4.779 0.6398 0.7352
4.780 0.6374 0.7545
4.781 0.6350 0.7447
4.782 0.6326 0.7977
4.783 0.6301 0.7404
4.784 0.6277 0.7533
4.785 0.6252 0.7679
4.786 0.6228 0.7669
4.787 0.6203 0.7420
4.788 0.6179 0.7213
4.789 0.6154 0.7173
4.790 0.6129 0.7423
4.791 0.6104 0.7308
4.792 0.6079 0.7185
4.793 0.6054 0.7156
4.794 0.6029 0.7158
4.795 0.6004 0.7426
4.796 0.5979 0.7450
4.797 0.5954 0.7254
4.798 0.5929 0.7463
4.799 0.5903 0.7603
4.800 0.5878 0.7162
4.801 0.5852 0.6885
4.802 0.5827 0.7081
4.803 0.5801 0.7118
4.804 0.5776 0.6884
4.805 0.5750 0.7267
4.806 0.5724 0.7215
4.807 0.5699 0.7472
4.808 0.5673 0.6836
4.809 0.5647 0.7140
4.810 0.5621 0.7001
4.811 0.5595 0.6856
4.812 0.5569 0.6933
4.813 0.5543 0.7053
4.814 0.5516 0.7159
4.815 0.5490 0.7166
4.816 0.5464 0.7217
4.817 0.5438 0.7098
4.818 0.5411 0.7104
4.819 0.5385 0.6943
4.820 0.5358 0.6808
4.821 0.5332 0.6741
4.822 0.5305 0.6682
4.823 0.5278 0.7018
4.824 0.5252 0.6889
4.825 0.5225 0.6902
4.826 0.5198 0.6842
4.827 0.5171 0.6927
4.828 0.5144 0.6947
4.829 0.5117 0.6940
4.830 0.5090 0.6800
4.831 0.5063 0.6739
4.832 0.5036 0.6966
4.833 0.5009 0.6797
4.834 0.4982 0.6622
4.835 0.4955 0.6355
4.836 0.4927 0.6984
4.837 0.4900 0.6549
4.838 0.4873 0.6795
4.839 0.4845 0.6807
4.840 0.4818 0.6531
4.841 0.4790 0.6193
4.842 0.4762 0.6762
4.843 0.4735 0.6523
4.844 0.4707 0.6757
4.845 0.4679 0.6771
4.846 0.4652 0.6544
4.847 0.4624 0.6434
4.848 0.4596 0.6716
4.849 0.4568 0.6603
4.850 0.4540 0.6265
4.851 0.4512 0.6358
4.852 0.4484 0.6222
4.853 0.4456 0.6202
4.854 0.4428 0.6284
4.855 0.4399 0.6573
4.856 0.4371 0.6442
4.857 0.4343 0.6080
4.858 0.4315 0.6602
4.859 0.4286 0.6309
4.860 0.4258 0.6436
4.861 0.4229 0.5770
4.862 0.4201 0.5962
4.863 0.4172 0.6232
4.864 0.4144 0.6035
4.865 0.4115 0.5910
4.866 0.4086 0.6225
4.867 0.4058 0.6379
4.868 0.4029 0.6242
4.869 0.4000 0.6096
4.870 0.3971 0.6020
4.871 0.3943 0.5961
4.872 0.3914 0.5908
4.873 0.3885 0.6206
4.874 0.3856 0.6125
4.875 0.3827 0.5389
4.876 0.3798 0.5932
4.877 0.3769 0.5785
4.878 0.3740 0.5812
4.879 0.3710 0.5652
4.880 0.3681 0.5686
4.881 0.3652 0.5921
4.882 0.3623 0.5741
4.883 0.3593 0.5322
4.884 0.3564 0.5617
4.885 0.3535 0.5460
4.886 0.3505 0.5851
4.887 0.3476 0.5660
4.888 0.3446 0.5659
4.889 0.3417 0.5454
4.890 0.3387 0.5507
4.891 0.3358 0.5447
4.892 0.3328 0.5543
4.893 0.3299 0.5334
4.894 0.3269 0.5123
4.895 0.3239 0.5434
4.896 0.3209 0.5456
4.897 0.3180 0.5293
4.898 0.3150 0.5214
4.899 0.3120 0.4957
4.900 0.3090 0.5159
4.901 0.3060 0.5292
4.902 0.3030 0.5101
4.903 0.3000 0.5022
4.904 0.2970 0.5164
4.905 0.2940 0.5119
4.906 0.2910 0.4979
4.907 0.2880 0.5312
4.908 0.2850 0.4934
4.909 0.2820 0.5130
4.910 0.2790 0.5122
4.911 0.2760 0.5088
4.912 0.2730 0.4965
4.913 0.2699 0.4972
4.914 0.2669 0.5041
4.915 0.2639 0.4978
4.916 0.2608 0.4635
4.917 0.2578 0.4828
4.918 0.2548 0.4696
4.919 0.2517 0.4874
4.920 0.2487 0.4427
4.921 0.2456 0.4859
4.922 0.2426 0.4635
4.923 0.2396 0.4559
4.924 0.2365 0.4829
4.925 0.2334 0.4712
4.926 0.2304 0.4447
4.927 0.2273 0.4481
4.928 0.2243 0.4559
4.929 0.2212 0.4607
4.930 0.2181 0.4308
4.931 0.2151 0.4617
4.932 0.2120 0.4500
4.933 0.2089 0.4283
4.934 0.2059 0.4830
4.935 0.2028 0.4245
4.936 0.1997 0.4663
4.937 0.1966 0.4294
4.938 0.1935 0.4174
4.939 0.1905 0.4458
4.940 0.1874 0.4177
4.941 0.1843 0.4248
4.942 0.1812 0.4195
4.943 0.1781 0.4512
4.944 0.1750 0.4320
4.945 0.1719 0.4408
4.946 0.1688 0.4555
4.947 0.1657 0.4003
4.948 0.1626 0.3744
4.949 0.1595 0.4406
4.950 0.1564 0.4425
4.951 0.1533 0.4160
4.952 0.1502 0.4458
4.953 0.1471 0.4085
4.954 0.1440 0.3884
4.955 0.1409 0.3892
4.956 0.1378 0.3854
4.957 0.1347 0.4040
4.958 0.1316 0.4179
4.959 0.1284 0.3845
4.960 0.1253 0.3989
4.961 0.1222 0.3907
4.962 0.1191 0.3925
4.963 0.1160 0.3712
4.964 0.1129 0.3474
4.965 0.1097 0.3687
4.966 0.1066 0.4065
4.967 0.1035 0.3290
4.968 0.1004 0.3205
4.969 0.0972 0.3471
4.970 0.0941 0.3478
4.971 0.0910 0.3587
4.972 0.0879 0.3522
4.973 0.0847 0.3216
4.974 0.0816 0.3571
4.975 0.0785 0.3363
4.976 0.0753 0.3104
4.977 0.0722 0.3400
4.978 0.0691 0.3742
4.979 0.0659 0.3215
4.980 0.0628 0.3075
4.981 0.0597 0.3333
4.982 0.0565 0.3114
4.983 0.0534 0.3041
4.984 0.0502 0.3303
4.985 0.0471 0.2809
4.986 0.0440 0.3325
4.987 0.0408 0.3275
4.988 0.0377 0.2885
4.989 0.0346 0.3364
4.990 0.0314 0.2821
4.991 0.0283 0.3101
4.992 0.0251 0.2965
4.993 0.0220 0.3201
4.994 0.0188 0.2982
4.995 0.0157 0.3112
4.996 0.0126 0.2681
4.997 0.0094 0.2908
4.998 0.0063 0.2812
4.999 0.0031 0.2795
